batch_id,uid_hex,ic_type,roll_id,qc_status,timestamp
EVENTS-BASIC-2026,04B7723401E2A0,NTAG215,EV-001,pass,2026-02-01T10:00:00Z
EVENTS-BASIC-2026,04B7723402E2A1,NTAG215,EV-002,pass,2026-02-01T10:01:00Z
EVENTS-BASIC-2026,04B7723403E2A2,NTAG215,EV-003,pass,2026-02-01T10:02:00Z
EVENTS-BASIC-2026,04B7723404E2A3,NTAG215,EV-004,pass,2026-02-01T10:03:00Z
EVENTS-BASIC-2026,04B7723405E2A4,NTAG215,EV-005,pass,2026-02-01T10:04:00Z
EVENTS-BASIC-2026,04B7723406E2A5,NTAG215,EV-006,pass,2026-02-01T10:05:00Z
EVENTS-BASIC-2026,04B7723407E2A6,NTAG215,EV-007,pass,2026-02-01T10:06:00Z
EVENTS-BASIC-2026,04B7723408E2A7,NTAG215,EV-008,pass,2026-02-01T10:07:00Z
EVENTS-BASIC-2026,04B7723409E2A8,NTAG215,EV-009,pass,2026-02-01T10:08:00Z
EVENTS-BASIC-2026,04B772340AE2A9,NTAG215,EV-010,pass,2026-02-01T10:09:00Z
