batch_id,uid_hex,ic_type,roll_id,qc_status,timestamp
EVENTS_BASIC_DEMO_001,D98DE77954265C,NTAG215,ROLL-EVENTS-BASIC,OK,2026-03-06T00:00:00Z
EVENTS_BASIC_DEMO_001,AF32B8ADB75145,NTAG215,ROLL-EVENTS-BASIC,OK,2026-03-06T00:00:00Z
EVENTS_BASIC_DEMO_001,C23C974F944962,NTAG215,ROLL-EVENTS-BASIC,OK,2026-03-06T00:00:00Z
EVENTS_BASIC_DEMO_001,63B1E59F81446E,NTAG215,ROLL-EVENTS-BASIC,OK,2026-03-06T00:00:00Z
EVENTS_BASIC_DEMO_001,D8025079263E23,NTAG215,ROLL-EVENTS-BASIC,OK,2026-03-06T00:00:00Z
EVENTS_BASIC_DEMO_001,1BDEF7E7035E80,NTAG215,ROLL-EVENTS-BASIC,OK,2026-03-06T00:00:00Z
EVENTS_BASIC_DEMO_001,7F413D3E16ABBA,NTAG215,ROLL-EVENTS-BASIC,OK,2026-03-06T00:00:00Z
EVENTS_BASIC_DEMO_001,FEB283B47C49A3,NTAG215,ROLL-EVENTS-BASIC,OK,2026-03-06T00:00:00Z
EVENTS_BASIC_DEMO_001,C287EEA3FC5D97,NTAG215,ROLL-EVENTS-BASIC,OK,2026-03-06T00:00:00Z
EVENTS_BASIC_DEMO_001,9B53B59945B0A4,NTAG215,ROLL-EVENTS-BASIC,OK,2026-03-06T00:00:00Z
