batch_id,uid_hex,ic_type,roll_id,qc_status,timestamp
AGRO_SECURE_DEMO_001,82BCE596965C7B,NTAG424DNA_TT,ROLL-AGRO-SECURE,OK,2026-03-06T00:00:00Z
AGRO_SECURE_DEMO_001,A240F643401D12,NTAG424DNA_TT,ROLL-AGRO-SECURE,OK,2026-03-06T00:00:00Z
AGRO_SECURE_DEMO_001,057C9D1BCFA53E,NTAG424DNA_TT,ROLL-AGRO-SECURE,OK,2026-03-06T00:00:00Z
AGRO_SECURE_DEMO_001,86D4CF2BBFA0B3,NTAG424DNA_TT,ROLL-AGRO-SECURE,OK,2026-03-06T00:00:00Z
AGRO_SECURE_DEMO_001,A72ED797A54D0D,NTAG424DNA_TT,ROLL-AGRO-SECURE,OK,2026-03-06T00:00:00Z
AGRO_SECURE_DEMO_001,5CFFD57B23C4B7,NTAG424DNA_TT,ROLL-AGRO-SECURE,OK,2026-03-06T00:00:00Z
AGRO_SECURE_DEMO_001,3F82A9A9150365,NTAG424DNA_TT,ROLL-AGRO-SECURE,OK,2026-03-06T00:00:00Z
AGRO_SECURE_DEMO_001,6070800B702AFD,NTAG424DNA_TT,ROLL-AGRO-SECURE,OK,2026-03-06T00:00:00Z
AGRO_SECURE_DEMO_001,B6EA5277553841,NTAG424DNA_TT,ROLL-AGRO-SECURE,OK,2026-03-06T00:00:00Z
AGRO_SECURE_DEMO_001,FFFB282076A50F,NTAG424DNA_TT,ROLL-AGRO-SECURE,OK,2026-03-06T00:00:00Z
