batch_id,uid_hex,ic_type,roll_id,qc_status,timestamp
COSMETICS_SECURE_DEMO_001,A0A1DE0CF2EFDE,NTAG424DNA_TT,ROLL-COSMETICS-SECURE,OK,2026-03-06T00:00:00Z
COSMETICS_SECURE_DEMO_001,F4AF220D8FB8C9,NTAG424DNA_TT,ROLL-COSMETICS-SECURE,OK,2026-03-06T00:00:00Z
COSMETICS_SECURE_DEMO_001,175C2C2371741F,NTAG424DNA_TT,ROLL-COSMETICS-SECURE,OK,2026-03-06T00:00:00Z
COSMETICS_SECURE_DEMO_001,6FC24119C6C6DD,NTAG424DNA_TT,ROLL-COSMETICS-SECURE,OK,2026-03-06T00:00:00Z
COSMETICS_SECURE_DEMO_001,8016AF51DD2A5F,NTAG424DNA_TT,ROLL-COSMETICS-SECURE,OK,2026-03-06T00:00:00Z
COSMETICS_SECURE_DEMO_001,0B2D60774D98C2,NTAG424DNA_TT,ROLL-COSMETICS-SECURE,OK,2026-03-06T00:00:00Z
COSMETICS_SECURE_DEMO_001,59EC1373CCCF0D,NTAG424DNA_TT,ROLL-COSMETICS-SECURE,OK,2026-03-06T00:00:00Z
COSMETICS_SECURE_DEMO_001,B3C25944A74A95,NTAG424DNA_TT,ROLL-COSMETICS-SECURE,OK,2026-03-06T00:00:00Z
COSMETICS_SECURE_DEMO_001,5A1D710B5E530F,NTAG424DNA_TT,ROLL-COSMETICS-SECURE,OK,2026-03-06T00:00:00Z
COSMETICS_SECURE_DEMO_001,D4F3CD9A646C0D,NTAG424DNA_TT,ROLL-COSMETICS-SECURE,OK,2026-03-06T00:00:00Z
