batch_id,uid_hex,ic_type,roll_id,qc_status,timestamp
LUXURY_BASIC_DEMO_001,9536211030ED95,NTAG215,ROLL-LUXURY-BASIC,OK,2026-03-06T00:00:00Z
LUXURY_BASIC_DEMO_001,1EE606137FF015,NTAG215,ROLL-LUXURY-BASIC,OK,2026-03-06T00:00:00Z
LUXURY_BASIC_DEMO_001,366A8696B4D0FB,NTAG215,ROLL-LUXURY-BASIC,OK,2026-03-06T00:00:00Z
LUXURY_BASIC_DEMO_001,B50317A17273A2,NTAG215,ROLL-LUXURY-BASIC,OK,2026-03-06T00:00:00Z
LUXURY_BASIC_DEMO_001,E4A9D57BF7EB70,NTAG215,ROLL-LUXURY-BASIC,OK,2026-03-06T00:00:00Z
LUXURY_BASIC_DEMO_001,3A1F50521374F6,NTAG215,ROLL-LUXURY-BASIC,OK,2026-03-06T00:00:00Z
LUXURY_BASIC_DEMO_001,2CF34AA270747B,NTAG215,ROLL-LUXURY-BASIC,OK,2026-03-06T00:00:00Z
LUXURY_BASIC_DEMO_001,D152F990190CCA,NTAG215,ROLL-LUXURY-BASIC,OK,2026-03-06T00:00:00Z
LUXURY_BASIC_DEMO_001,518BF55FD1FD93,NTAG215,ROLL-LUXURY-BASIC,OK,2026-03-06T00:00:00Z
LUXURY_BASIC_DEMO_001,D26B36107F7990,NTAG215,ROLL-LUXURY-BASIC,OK,2026-03-06T00:00:00Z
