batch_id,uid_hex,ic_type,roll_id,qc_status,timestamp
DEMO-2026-02,0487856A0B1090,NTAG424DNA_TT,DB-001,pass,2026-02-01T10:00:00Z
DEMO-2026-02,048A876A0B1090,NTAG424DNA_TT,DB-002,pass,2026-02-01T10:01:00Z
DEMO-2026-02,0483846A0B1090,NTAG424DNA_TT,DB-003,pass,2026-02-01T10:02:00Z
DEMO-2026-02,047F846A0B1090,NTAG424DNA_TT,DB-004,pass,2026-02-01T10:03:00Z
DEMO-2026-02,047B846A0B1090,NTAG424DNA_TT,DB-005,pass,2026-02-01T10:04:00Z
DEMO-2026-02,0477846A0B1090,NTAG424DNA_TT,DB-006,pass,2026-02-01T10:05:00Z
DEMO-2026-02,0474856A0B1090,NTAG424DNA_TT,DB-007,pass,2026-02-01T10:06:00Z
DEMO-2026-02,0470856A0B1090,NTAG424DNA_TT,DB-008,pass,2026-02-01T10:07:00Z
DEMO-2026-02,0483826A0B1090,NTAG424DNA_TT,DB-009,pass,2026-02-01T10:08:00Z
DEMO-2026-02,0465846A0B1090,NTAG424DNA_TT,DB-010,pass,2026-02-01T10:09:00Z
